                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    154,                0.67828,                0.37427,                0.94959,                0.98948,                0.98465,                0.99423,                0.90617,                0.47537,                0.21226,                0.83262,              0.0069706,              0.0069706,              0.0069706
                    155,                0.67242,                0.37689,                0.94879,                0.98863,                0.98342,                0.99411,                0.90689,                0.47478,                0.21167,                 0.8325,              0.0069508,              0.0069508,              0.0069508
                    156,                0.66542,                0.37268,                0.94264,                0.98788,                0.98298,                0.99404,                0.90669,                0.47423,                0.21159,                0.83241,               0.006931,               0.006931,               0.006931
                    157,                0.66721,                 0.3714,                0.94688,                 0.9887,                0.98342,                 0.9942,                0.90714,                0.47363,                 0.2114,                0.83214,              0.0069112,              0.0069112,              0.0069112
                    158,                0.67135,                0.37844,                0.94391,                0.98945,                0.98247,                0.99422,                0.90721,                 0.4733,                0.21119,                0.83199,              0.0068914,              0.0068914,              0.0068914
                    159,                 0.6663,                0.36886,                0.94159,                0.98945,                0.98233,                0.99417,                0.90721,                0.47343,                0.21074,                0.83185,              0.0068716,              0.0068716,              0.0068716
                    160,                 0.6721,                0.37334,                0.94024,                0.98946,                0.98308,                0.99421,                0.90876,                0.47171,                0.20942,                0.83115,              0.0068518,              0.0068518,              0.0068518
                    161,                0.66367,                0.36836,                0.94211,                0.99015,                0.98298,                 0.9942,                0.90866,                0.47225,                0.20936,                0.83127,               0.006832,               0.006832,               0.006832
                    162,                0.66638,                0.36763,                0.94211,                0.99062,                0.98342,                0.99427,                0.90776,                0.47191,                0.20944,                0.83093,              0.0068122,              0.0068122,              0.0068122
                    163,                0.66278,                0.36967,                0.93909,                0.99073,                0.98298,                0.99432,                 0.9085,                0.47012,                0.20938,                0.83019,              0.0067924,              0.0067924,              0.0067924
                    164,                0.66109,                0.36865,                0.94074,                0.99124,                0.98298,                0.99431,                0.90734,                0.46978,                0.20939,                0.83028,              0.0067726,              0.0067726,              0.0067726
                    165,                0.66159,                0.36881,                0.94667,                0.99164,                0.98333,                0.99437,                0.90804,                0.46888,                0.20952,                0.82997,              0.0067528,              0.0067528,              0.0067528
                    166,                0.66071,                0.36726,                0.94443,                0.99121,                0.98342,                0.99439,                0.90823,                0.46937,                0.20884,                 0.8303,               0.006733,               0.006733,               0.006733
                    167,                0.65924,                0.36511,                0.94001,                0.99133,                0.98342,                0.99438,                0.90783,                0.46913,                0.20911,                0.83027,              0.0067132,              0.0067132,              0.0067132
                    168,                0.66205,                0.36652,                0.94206,                0.99186,                0.98342,                0.99438,                 0.9085,                0.46816,                0.20874,                0.82984,              0.0066934,              0.0066934,              0.0066934
                    169,                0.65723,                  0.364,                0.93988,                 0.9908,                0.98386,                 0.9944,                0.90871,                0.46782,                0.20897,                0.82975,              0.0066736,              0.0066736,              0.0066736
                    170,                 0.6641,                0.36758,                0.94009,                0.99112,                0.98342,                0.99437,                0.90941,                0.46695,                0.20934,                0.82947,              0.0066538,              0.0066538,              0.0066538
                    171,                0.65292,                0.36628,                0.93909,                0.99121,                0.98374,                0.99438,                0.90883,                0.46654,                0.20888,                 0.8293,               0.006634,               0.006634,               0.006634
                    172,                0.65864,                0.36666,                0.94357,                0.99037,                0.98386,                0.99437,                0.90902,                0.46575,                0.20859,                0.82911,              0.0066142,              0.0066142,              0.0066142
                    173,                0.65492,                0.36537,                   0.94,                0.99074,                0.98386,                 0.9943,                0.90986,                 0.4656,                0.20833,                 0.8291,              0.0065944,              0.0065944,              0.0065944
                    174,                0.65279,                0.36468,                0.94026,                0.99077,                0.98322,                0.99432,                 0.9099,                0.46486,                0.20754,                0.82893,              0.0065746,              0.0065746,              0.0065746
                    175,                0.65718,                0.36314,                0.94143,                0.99132,                0.98342,                0.99432,                0.91098,                0.46405,                0.20749,                0.82874,              0.0065548,              0.0065548,              0.0065548
                    176,                0.65818,                0.36359,                0.94251,                0.99122,                0.98342,                0.99431,                0.91072,                0.46348,                0.20688,                0.82868,               0.006535,               0.006535,               0.006535
                    177,                0.65816,                0.36486,                0.94147,                 0.9912,                0.98316,                0.99436,                0.91158,                 0.4628,                 0.2064,                0.82856,              0.0065152,              0.0065152,              0.0065152
                    178,                0.65459,                 0.3637,                0.94591,                 0.9912,                  0.983,                0.99436,                0.91067,                0.46265,                0.20628,                0.82856,              0.0064954,              0.0064954,              0.0064954
                    179,                0.65429,                0.36075,                0.93948,                0.99207,                0.98269,                0.99437,                0.91125,                0.46222,                0.20617,                0.82854,              0.0064756,              0.0064756,              0.0064756
                    180,                0.65054,                0.35838,                0.93527,                0.99207,                0.98271,                0.99438,                0.91116,                0.46201,                 0.2058,                0.82842,              0.0064558,              0.0064558,              0.0064558
                    181,                0.65098,                 0.3598,                0.93771,                0.99161,                0.98298,                0.99437,                0.91141,                0.46207,                0.20513,                0.82844,               0.006436,               0.006436,               0.006436
                    182,                0.64643,                0.35693,                 0.9358,                0.99164,                 0.9834,                0.99439,                0.91146,                0.46171,                0.20483,                0.82828,              0.0064162,              0.0064162,              0.0064162
                    183,                0.65009,                0.35958,                0.93805,                0.99163,                0.98213,                0.99442,                0.91156,                0.46173,                0.20512,                0.82825,              0.0063964,              0.0063964,              0.0063964
                    184,                0.65408,                0.35973,                0.93655,                 0.9912,                0.98265,                0.99441,                0.91094,                0.46137,                0.20496,                0.82811,              0.0063766,              0.0063766,              0.0063766
                    185,                0.64114,                0.35395,                0.93567,                0.99163,                0.98262,                0.99441,                0.91087,                0.46111,                0.20457,                0.82807,              0.0063568,              0.0063568,              0.0063568
                    186,                0.64704,                0.35828,                0.93586,                0.99156,                0.98255,                0.99442,                0.91148,                0.46076,                 0.2042,                0.82802,               0.006337,               0.006337,               0.006337
                    187,                0.64571,                0.35747,                 0.9372,                0.99108,                0.98255,                0.99444,                0.91324,                0.46016,                0.20365,                0.82793,              0.0063172,              0.0063172,              0.0063172
                    188,                0.64996,                0.35971,                0.93788,                0.99076,                0.98259,                0.99445,                0.91231,                0.45958,                0.20346,                0.82782,              0.0062974,              0.0062974,              0.0062974
                    189,                0.64306,                0.35633,                0.93666,                0.99108,                0.98255,                0.99445,                0.91215,                0.45949,                0.20368,                 0.8279,              0.0062776,              0.0062776,              0.0062776
                    190,                0.64805,                 0.3573,                0.93389,                0.99076,                0.98264,                0.99445,                0.91242,                0.45952,                0.20337,                0.82786,              0.0062578,              0.0062578,              0.0062578
                    191,                 0.6453,                0.35389,                0.93387,                0.98989,                0.98214,                0.99425,                0.91304,                0.45958,                0.20302,                0.82788,               0.006238,               0.006238,               0.006238
                    192,                0.64118,                0.35403,                0.93476,                0.99075,                0.98166,                0.99427,                0.91283,                0.45904,                0.20315,                0.82781,              0.0062182,              0.0062182,              0.0062182
                    193,                0.64389,                0.35717,                0.93446,                0.99077,                0.98307,                0.99428,                0.91322,                 0.4589,                0.20303,                0.82778,              0.0061984,              0.0061984,              0.0061984
                    194,                0.64208,                0.35366,                0.93206,                0.99084,                0.98255,                0.99431,                0.91299,                0.45838,                0.20268,                0.82765,              0.0061786,              0.0061786,              0.0061786
                    195,                0.64269,                0.35139,                 0.9331,                0.99077,                0.98338,                0.99429,                0.91255,                0.45869,                0.20247,                0.82779,              0.0061588,              0.0061588,              0.0061588
                    196,                0.64045,                0.35282,                0.93463,                0.99077,                0.98338,                0.99429,                0.91238,                0.45823,                0.20208,                0.82766,               0.006139,               0.006139,               0.006139
                    197,                0.63846,                0.35324,                0.92967,                0.99077,                0.98339,                0.99428,                0.91269,                0.45774,                0.20185,                0.82756,              0.0061192,              0.0061192,              0.0061192
                    198,                0.64521,                0.35209,                 0.9289,                0.99165,                0.98485,                0.99443,                 0.9134,                0.45807,                0.20189,                0.82762,              0.0060994,              0.0060994,              0.0060994
                    199,                0.64153,                0.35412,                0.93031,                 0.9916,                0.98517,                0.99443,                0.91375,                0.45767,                0.20156,                0.82753,              0.0060796,              0.0060796,              0.0060796
                    200,                0.64157,                0.35122,                0.93581,                0.99148,                0.98473,                0.99443,                0.91261,                0.45759,                0.20178,                0.82757,              0.0060598,              0.0060598,              0.0060598
                    201,                0.63484,                0.35169,                0.93195,                 0.9909,                0.98473,                0.99443,                0.91297,                0.45774,                0.20177,                0.82765,                0.00604,                0.00604,                0.00604
                    202,                0.62946,                0.34763,                0.93208,                0.99122,                0.98493,                0.99442,                0.91289,                0.45729,                0.20161,                0.82754,              0.0060202,              0.0060202,              0.0060202
                    203,                 0.6337,                0.34912,                0.93247,                0.99122,                0.98557,                0.99443,                0.91234,                0.45699,                0.20138,                0.82741,              0.0060004,              0.0060004,              0.0060004
                    204,                0.64132,                0.34954,                0.93378,                0.99122,                0.98516,                0.99443,                0.91261,                0.45658,                 0.2013,                0.82721,              0.0059806,              0.0059806,              0.0059806
                    205,                0.63135,                0.34754,                0.93089,                0.99122,                0.98502,                0.99442,                0.91291,                0.45646,                0.20122,                0.82717,              0.0059608,              0.0059608,              0.0059608
                    206,                0.63947,                 0.3529,                0.93204,                0.99122,                0.98499,                 0.9944,                0.91343,                0.45594,                0.20105,                 0.8269,               0.005941,               0.005941,               0.005941
                    207,                0.63512,                0.35057,                0.92867,                0.99166,                0.98535,                 0.9944,                0.91367,                0.45548,                0.20078,                0.82676,              0.0059212,              0.0059212,              0.0059212
                    208,                0.63151,                0.34825,                0.93161,                0.99123,                0.98576,                0.99443,                0.91346,                0.45552,                0.20084,                0.82688,              0.0059014,              0.0059014,              0.0059014
                    209,                0.63354,                0.35062,                0.93546,                0.99166,                0.98602,                0.99444,                0.91354,                0.45504,                0.20079,                0.82676,              0.0058816,              0.0058816,              0.0058816
                    210,                0.63927,                0.35207,                0.93279,                0.99123,                0.98576,                0.99444,                 0.9134,                0.45475,                0.20083,                0.82677,              0.0058618,              0.0058618,              0.0058618
                    211,                0.62841,                0.34735,                0.93177,                0.99191,                 0.9856,                0.99445,                0.91351,                0.45422,                0.20073,                 0.8265,               0.005842,               0.005842,               0.005842
                    212,                0.63148,                0.34761,                0.93268,                0.99175,                0.98517,                0.99447,                0.91334,                 0.4542,                0.20068,                0.82658,              0.0058222,              0.0058222,              0.0058222
                    213,                0.63266,                0.34905,                0.92992,                0.99182,                0.98517,                0.99447,                0.91334,                0.45383,                0.20048,                0.82644,              0.0058024,              0.0058024,              0.0058024
                    214,                 0.6265,                0.34663,                0.92655,                 0.9919,                0.98517,                 0.9945,                0.91361,                0.45351,                0.20044,                0.82639,              0.0057826,              0.0057826,              0.0057826
                    215,                0.62886,                0.34992,                0.92971,                0.99216,                0.98473,                 0.9945,                0.91407,                0.45328,                0.20069,                0.82632,              0.0057628,              0.0057628,              0.0057628
                    216,                0.62521,                0.34277,                0.92765,                0.99209,                0.98487,                 0.9945,                0.91355,                0.45245,                0.20058,                0.82597,               0.005743,               0.005743,               0.005743
                    217,                0.62123,                0.34392,                0.92408,                0.99209,                0.98477,                 0.9945,                0.91418,                0.45233,                0.20035,                0.82604,              0.0057232,              0.0057232,              0.0057232
                    218,                0.62815,                 0.3457,                 0.9283,                0.99164,                0.98429,                0.99427,                0.91412,                0.45203,                0.20031,                 0.8259,              0.0057034,              0.0057034,              0.0057034
                    219,                0.62844,                0.34447,                0.92673,                0.99209,                0.98441,                0.99427,                0.91442,                0.45162,                0.19975,                0.82566,              0.0056836,              0.0056836,              0.0056836
                    220,                0.62348,                0.34134,                0.92875,                0.99209,                 0.9844,                0.99425,                0.91406,                0.45147,                0.19983,                0.82566,              0.0056638,              0.0056638,              0.0056638
                    221,                0.62795,                0.34419,                0.93173,                0.99209,                0.98502,                0.99449,                0.91463,                0.45137,                0.19966,                0.82569,               0.005644,               0.005644,               0.005644
                    222,                0.62515,                0.34457,                0.92075,                0.99198,                0.98517,                0.99451,                 0.9157,                0.45119,                0.19956,                0.82561,              0.0056242,              0.0056242,              0.0056242
                    223,                0.62779,                0.34613,                0.92552,                0.99049,                0.98691,                0.99451,                0.91467,                0.45079,                0.19941,                0.82535,              0.0056044,              0.0056044,              0.0056044
                    224,                0.62602,                0.34079,                0.92653,                0.98993,                0.98648,                0.99426,                0.91545,                0.45066,                0.19946,                0.82526,              0.0055846,              0.0055846,              0.0055846
                    225,                0.62557,                0.34033,                0.93035,                0.99037,                0.98741,                0.99452,                0.91526,                0.45012,                0.19924,                0.82512,              0.0055648,              0.0055648,              0.0055648
                    226,                0.62599,                0.34127,                0.92657,                0.99038,                0.98848,                0.99451,                0.91551,                0.45031,                0.19959,                0.82513,               0.005545,               0.005545,               0.005545
                    227,                0.62176,                0.34447,                0.92791,                0.99038,                0.98864,                0.99451,                  0.916,                   0.45,                0.19947,                0.82495,              0.0055252,              0.0055252,              0.0055252
                    228,                0.61837,                0.33897,                0.92235,                0.98992,                0.98909,                0.99451,                0.91677,                0.44974,                0.19916,                 0.8248,              0.0055054,              0.0055054,              0.0055054
                    229,                0.61762,                0.33856,                0.92231,                0.98952,                0.98915,                 0.9945,                0.91647,                0.44914,                0.19901,                0.82469,              0.0054856,              0.0054856,              0.0054856
                    230,                 0.6222,                0.34151,                0.92883,                0.98952,                0.98914,                0.99451,                0.91637,                0.44898,                0.19873,                0.82467,              0.0054658,              0.0054658,              0.0054658
                    231,                0.61687,                0.33956,                0.92291,                0.98953,                0.98922,                0.99451,                0.91581,                0.44899,                0.19861,                0.82475,               0.005446,               0.005446,               0.005446
                    232,                0.62262,                0.33975,                0.92581,                0.98938,                0.98909,                0.99452,                0.91584,                 0.4489,                0.19883,                0.82473,              0.0054262,              0.0054262,              0.0054262
                    233,                0.61951,                0.34043,                0.92206,                0.98954,                0.98909,                0.99453,                 0.9159,                0.44903,                0.19903,                 0.8248,              0.0054064,              0.0054064,              0.0054064
                    234,                 0.6169,                 0.3385,                0.92201,                0.98958,                0.98909,                0.99453,                0.91589,                0.44868,                0.19889,                0.82459,              0.0053866,              0.0053866,              0.0053866
                    235,                0.61673,                0.34044,                0.92165,                0.98977,                0.98909,                0.99453,                0.91639,                0.44863,                0.19898,                 0.8246,              0.0053668,              0.0053668,              0.0053668
                    236,                0.61929,                0.34007,                0.92487,                0.98985,                0.98909,                0.99453,                0.91629,                0.44843,                0.19897,                0.82462,               0.005347,               0.005347,               0.005347
                    237,                 0.6178,                0.33926,                 0.9223,                0.99029,                0.98909,                0.99454,                0.91678,                0.44805,                0.19871,                0.82447,              0.0053272,              0.0053272,              0.0053272
                    238,                0.61635,                0.33912,                0.92332,                0.99082,                0.98908,                0.99454,                0.91701,                0.44776,                0.19863,                0.82428,              0.0053074,              0.0053074,              0.0053074
                    239,                 0.6145,                0.33729,                 0.9181,                0.99081,                0.98827,                0.99453,                0.91733,                0.44759,                0.19858,                 0.8242,              0.0052876,              0.0052876,              0.0052876
                    240,                0.61861,                 0.3404,                0.92524,                0.99082,                0.98897,                0.99453,                0.91737,                0.44761,                0.19839,                0.82419,              0.0052678,              0.0052678,              0.0052678
                    241,                0.61208,                0.33543,                0.92209,                0.99077,                0.98909,                0.99454,                0.91762,                 0.4471,                0.19845,                0.82407,               0.005248,               0.005248,               0.005248
                    242,                0.61416,                0.33478,                0.92143,                0.99168,                0.98798,                0.99454,                0.91716,                0.44682,                0.19849,                0.82399,              0.0052282,              0.0052282,              0.0052282
                    243,                0.61019,                0.33584,                0.91984,                0.99168,                 0.9886,                0.99455,                0.91755,                0.44683,                0.19822,                0.82401,              0.0052084,              0.0052084,              0.0052084
                    244,                0.61339,                0.33466,                0.92304,                0.99125,                0.98866,                0.99455,                0.91788,                 0.4463,                0.19817,                0.82387,              0.0051886,              0.0051886,              0.0051886
                    245,                0.61128,                 0.3338,                0.92293,                0.99125,                0.98888,                0.99455,                0.91794,                 0.4462,                0.19803,                0.82388,              0.0051688,              0.0051688,              0.0051688
                    246,                0.60691,                 0.3313,                0.91876,                0.99125,                0.98862,                0.99455,                0.91773,                  0.446,                0.19793,                0.82381,               0.005149,               0.005149,               0.005149
                    247,                0.59805,                0.32397,                0.91767,                0.99125,                0.98884,                0.99457,                0.91772,                0.44609,                0.19823,                0.82389,              0.0051292,              0.0051292,              0.0051292
                    248,                0.61014,                0.33247,                0.92291,                0.99082,                0.98869,                0.99457,                0.91788,                0.44598,                0.19849,                0.82391,              0.0051094,              0.0051094,              0.0051094
                    249,                0.61369,                0.33527,                 0.9204,                0.99082,                0.98887,                0.99456,                0.91739,                0.44578,                 0.1982,                0.82386,              0.0050896,              0.0050896,              0.0050896
                    250,                0.60595,                0.33092,                 0.9186,                0.99058,                0.98866,                0.99457,                0.91746,                0.44571,                0.19831,                0.82384,              0.0050698,              0.0050698,              0.0050698
                    251,                0.60789,                 0.3309,                0.92069,                0.99125,                0.98898,                0.99458,                0.91785,                0.44538,                0.19798,                0.82373,                0.00505,                0.00505,                0.00505
                    252,                0.60619,                0.32959,                 0.9184,                0.99101,                0.98866,                0.99458,                0.91748,                0.44525,                0.19785,                0.82362,              0.0050302,              0.0050302,              0.0050302
                    253,                0.61102,                0.33517,                0.92415,                0.99097,                0.98866,                0.99459,                0.91749,                0.44488,                0.19783,                0.82347,              0.0050104,              0.0050104,              0.0050104
                    254,                0.60649,                0.33067,                0.92204,                0.99082,                0.98876,                0.99459,                0.91788,                0.44468,                0.19787,                0.82346,              0.0049906,              0.0049906,              0.0049906
                    255,                0.60604,                0.32978,                0.91572,                0.99082,                0.98881,                0.99459,                0.91805,                0.44439,                0.19767,                 0.8234,              0.0049708,              0.0049708,              0.0049708
                    256,                0.60522,                0.33056,                0.91944,                0.99082,                0.98881,                0.99459,                0.91871,                0.44432,                0.19786,                0.82335,               0.004951,               0.004951,               0.004951
                    257,                0.60424,                0.33048,                0.91687,                0.99082,                0.98877,                 0.9946,                0.91838,                0.44406,                0.19785,                 0.8233,              0.0049312,              0.0049312,              0.0049312
                    258,                0.60636,                0.33067,                0.92004,                0.99091,                0.98866,                0.99459,                0.91915,                0.44404,                0.19789,                0.82328,              0.0049114,              0.0049114,              0.0049114
                    259,                0.60203,                0.33037,                0.91797,                0.99115,                0.98866,                 0.9946,                0.91907,                0.44385,                0.19795,                0.82321,              0.0048916,              0.0048916,              0.0048916
                    260,                0.59696,                0.32626,                0.91585,                0.98995,                0.98893,                0.99459,                0.91864,                0.44379,                0.19809,                0.82318,              0.0048718,              0.0048718,              0.0048718
                    261,                0.60318,                0.32896,                0.91653,                0.99064,                0.98866,                 0.9946,                0.91877,                0.44394,                0.19796,                0.82327,               0.004852,               0.004852,               0.004852
                    262,                0.60278,                0.32879,                0.91525,                0.98996,                0.98929,                0.99459,                0.91902,                0.44408,                0.19772,                0.82333,              0.0048322,              0.0048322,              0.0048322
                    263,                0.60112,                0.32326,                0.91751,                0.98953,                0.98939,                 0.9946,                0.91923,                0.44402,                0.19803,                0.82337,              0.0048124,              0.0048124,              0.0048124
                    264,                0.60837,                  0.332,                0.91924,                0.98953,                0.98917,                 0.9946,                0.91887,                0.44414,                0.19828,                0.82339,              0.0047926,              0.0047926,              0.0047926
                    265,                0.60193,                0.32951,                0.91978,                0.98996,                0.98961,                 0.9946,                0.91913,                0.44394,                0.19833,                 0.8233,              0.0047728,              0.0047728,              0.0047728
                    266,                0.60263,                0.32529,                0.91723,                0.99034,                0.98953,                 0.9946,                0.91872,                0.44383,                0.19823,                0.82325,               0.004753,               0.004753,               0.004753
                    267,                0.59391,                0.32331,                0.91464,                0.99039,                0.98961,                0.99461,                0.91859,                0.44419,                0.19824,                0.82328,              0.0047332,              0.0047332,              0.0047332
                    268,                0.59085,                0.32096,                0.91191,                 0.9904,                0.98975,                0.99461,                0.91858,                0.44414,                0.19814,                0.82321,              0.0047134,              0.0047134,              0.0047134
                    269,                0.59586,                0.32495,                0.91529,                0.98996,                0.98914,                0.99461,                0.91849,                0.44426,                0.19813,                0.82324,              0.0046936,              0.0046936,              0.0046936
                    270,                0.59638,                0.32302,                0.91273,                0.98996,                0.98901,                0.99461,                0.91842,                0.44438,                0.19804,                0.82326,              0.0046738,              0.0046738,              0.0046738
                    271,                0.59097,                0.31988,                0.91122,                0.99082,                0.98907,                0.99461,                0.91816,                0.44387,                0.19791,                0.82308,               0.004654,               0.004654,               0.004654
                    272,                0.59699,                0.32433,                0.91505,                0.99039,                 0.9892,                0.99461,                0.91818,                0.44411,                  0.198,                0.82315,              0.0046342,              0.0046342,              0.0046342
                    273,                0.58952,                0.32431,                0.91349,                0.99039,                0.98917,                0.99461,                0.91823,                0.44423,                0.19807,                0.82319,              0.0046144,              0.0046144,              0.0046144
                    274,                  0.592,                0.32146,                0.90851,                 0.9909,                0.98866,                0.99461,                0.91826,                0.44428,                 0.1982,                0.82322,              0.0045946,              0.0045946,              0.0045946
                    275,                0.58695,                0.31776,                0.91289,                0.99098,                0.98866,                0.99461,                0.91839,                0.44424,                0.19817,                0.82327,              0.0045748,              0.0045748,              0.0045748
                    276,                0.59221,                0.32348,                0.91603,                0.99039,                0.98887,                 0.9946,                0.91929,                0.44426,                0.19847,                0.82324,               0.004555,               0.004555,               0.004555
                    277,                0.58926,                0.31906,                0.91041,                0.99009,                0.98909,                 0.9946,                0.91902,                0.44355,                 0.1982,                0.82302,              0.0045352,              0.0045352,              0.0045352
                    278,                0.58813,                0.31953,                0.91508,                0.98967,                0.98953,                0.99461,                0.91958,                0.44341,                 0.1982,                 0.8229,              0.0045154,              0.0045154,              0.0045154
                    279,                0.59277,                0.32257,                0.91728,                0.99028,                0.98909,                0.99461,                0.91976,                0.44314,                0.19814,                0.82283,              0.0044956,              0.0044956,              0.0044956
                    280,                 0.5881,                0.32281,                0.91307,                 0.9905,                0.98909,                0.99461,                0.91978,                0.44273,                0.19803,                0.82271,              0.0044758,              0.0044758,              0.0044758
                    281,                 0.5906,                0.32058,                0.91363,                0.99116,                0.98909,                0.99461,                0.91976,                0.44223,                0.19782,                0.82252,               0.004456,               0.004456,               0.004456
                    282,                0.58585,                0.31769,                0.90949,                0.99064,                0.98909,                0.99461,                 0.9197,                0.44211,                0.19757,                0.82248,              0.0044362,              0.0044362,              0.0044362
                    283,                0.58345,                0.31613,                0.91009,                0.99047,                0.98909,                0.99462,                0.91993,                0.44197,                0.19763,                0.82243,              0.0044164,              0.0044164,              0.0044164
                    284,                0.58086,                0.31818,                0.90538,                0.99034,                0.98909,                0.99462,                 0.9192,                0.44172,                0.19746,                0.82231,              0.0043966,              0.0043966,              0.0043966
                    285,                0.58717,                0.31943,                0.91271,                0.99118,                0.98909,                0.99463,                0.91991,                0.44136,                0.19752,                0.82216,              0.0043768,              0.0043768,              0.0043768
                    286,                0.57812,                0.31585,                0.90969,                0.99059,                0.98909,                0.99463,                0.91908,                0.44145,                0.19746,                0.82215,               0.004357,               0.004357,               0.004357
                    287,                0.58958,                 0.3203,                 0.9123,                0.99109,                0.98909,                0.99464,                0.91909,                0.44097,                0.19731,                  0.822,              0.0043372,              0.0043372,              0.0043372
                    288,                0.58013,                 0.3133,                0.90977,                0.99126,                0.98937,                0.99465,                0.91931,                0.44083,                0.19709,                0.82192,              0.0043174,              0.0043174,              0.0043174
                    289,                 0.5806,                0.31472,                0.90988,                0.99117,                0.98953,                0.99465,                0.91932,                0.44057,                0.19728,                0.82182,              0.0042976,              0.0042976,              0.0042976
                    290,                0.58348,                0.31826,                0.90793,                0.99077,                0.98953,                0.99464,                0.91962,                0.44013,                0.19705,                0.82167,              0.0042778,              0.0042778,              0.0042778
                    291,                 0.5779,                0.31332,                0.90492,                0.99164,                0.98953,                0.99465,                0.92044,                0.43971,                0.19676,                0.82153,               0.004258,               0.004258,               0.004258
                    292,                0.58216,                0.31351,                0.90603,                0.99161,                0.98909,                0.99464,                0.92038,                0.43941,                0.19702,                 0.8214,              0.0042382,              0.0042382,              0.0042382
                    293,                 0.5821,                0.31623,                0.91115,                0.99147,                0.98909,                0.99465,                0.92042,                0.43913,                0.19716,                0.82127,              0.0042184,              0.0042184,              0.0042184
                    294,                0.57695,                0.31288,                0.90864,                0.99125,                 0.9891,                0.99465,                0.92018,                0.43942,                0.19727,                 0.8213,              0.0041986,              0.0041986,              0.0041986
                    295,                0.58224,                0.31541,                0.91121,                0.99142,                0.98909,                0.99465,                0.92042,                0.43923,                0.19704,                0.82121,              0.0041788,              0.0041788,              0.0041788
                    296,                 0.5791,                0.31516,                0.90902,                0.99145,                0.98909,                0.99465,                0.92078,                0.43874,                0.19694,                0.82106,               0.004159,               0.004159,               0.004159
                    297,                0.57764,                0.31382,                0.90612,                0.99159,                0.98909,                0.99466,                0.92085,                0.43815,                0.19682,                0.82082,              0.0041392,              0.0041392,              0.0041392
                    298,                0.57277,                0.31012,                0.90635,                0.99139,                0.98909,                0.99466,                0.92084,                 0.4378,                0.19687,                 0.8207,              0.0041194,              0.0041194,              0.0041194
                    299,                0.57821,                0.31236,                0.90805,                0.99126,                0.98919,                0.99467,                0.92102,                0.43735,                0.19657,                0.82056,              0.0040996,              0.0040996,              0.0040996
                    300,                0.57834,                0.31359,                 0.9094,                0.99147,                0.98909,                0.99467,                0.92088,                0.43706,                0.19644,                0.82047,              0.0040798,              0.0040798,              0.0040798
                    301,                0.57087,                0.30936,                0.90601,                0.99126,                0.98914,                0.99467,                0.92084,                 0.4369,                0.19634,                0.82042,                0.00406,                0.00406,                0.00406
                    302,                0.56914,                0.30736,                0.90382,                0.99131,                0.98909,                0.99467,                0.92038,                0.43669,                0.19615,                0.82039,              0.0040402,              0.0040402,              0.0040402
                    303,                0.57506,                 0.3119,                0.90685,                0.99126,                0.98928,                0.99467,                0.92113,                0.43663,                0.19609,                0.82035,              0.0040204,              0.0040204,              0.0040204
                    304,                 0.5776,                0.31331,                0.90463,                0.99163,                0.98909,                0.99468,                0.92112,                0.43622,                0.19595,                 0.8202,              0.0040006,              0.0040006,              0.0040006
                    305,                0.57115,                0.30935,                0.90462,                0.99169,                0.98882,                0.99467,                 0.9214,                 0.4359,                0.19592,                 0.8201,              0.0039808,              0.0039808,              0.0039808
                    306,                0.57405,                0.30706,                0.90462,                0.99212,                  0.989,                0.99468,                0.92164,                0.43551,                0.19565,                0.81995,               0.003961,               0.003961,               0.003961
                    307,                0.56466,                0.30628,                0.90027,                0.99211,                0.98909,                0.99468,                0.92149,                0.43549,                0.19535,                0.81987,              0.0039412,              0.0039412,              0.0039412
                    308,                0.57271,                0.31019,                0.90346,                0.99212,                0.98892,                0.99468,                0.92124,                0.43511,                0.19515,                0.81974,              0.0039214,              0.0039214,              0.0039214
                    309,                0.56545,                0.30633,                0.90442,                0.99212,                0.98888,                0.99468,                0.92133,                0.43501,                0.19532,                0.81973,              0.0039016,              0.0039016,              0.0039016
                    310,                 0.5768,                0.31134,                0.90286,                0.99212,                0.98867,                0.99469,                0.92156,                 0.4348,                 0.1954,                0.81964,              0.0038818,              0.0038818,              0.0038818
                    311,                0.57032,                0.30765,                0.90316,                0.99256,                0.98901,                 0.9947,                0.92105,                0.43446,                0.19546,                0.81949,               0.003862,               0.003862,               0.003862
                    312,                0.56724,                0.30822,                0.90442,                0.99256,                0.98894,                0.99469,                0.92131,                0.43434,                0.19553,                0.81943,              0.0038422,              0.0038422,              0.0038422
                    313,                 0.5678,                0.30837,                0.90368,                0.99256,                0.98896,                0.99469,                0.92133,                0.43399,                0.19537,                0.81934,              0.0038224,              0.0038224,              0.0038224
                    314,                0.56454,                0.30469,                0.90158,                0.99256,                0.98897,                0.99469,                0.92119,                0.43392,                0.19529,                0.81928,              0.0038026,              0.0038026,              0.0038026
                    315,                0.56131,                0.30035,                0.90213,                0.99256,                0.98894,                0.99469,                0.92097,                0.43362,                0.19516,                0.81918,              0.0037828,              0.0037828,              0.0037828
